customer_id,age,gender,monthly_spend,membership_years,region,churn
CUST05722,38,Female,140.07,10,East,1
CUST05723,41,Male,144.81,8,North,0
CUST05724,19,Male,325.62,7,South,0
CUST05725,39,Female,372.64,None,North,0
CUST05726,39,Male,362.06,1,East,1
CUST05727,N/A,Male,279.15,5,North,1
CUST05728,41,Female,492.12,5,South,0
CUST05729,Twenty,Female,-,5,?,1
CUST05730,54,M,50.58,14,North,1
CUST05731,60,,329.25,13,North,0
CUST05732,39,Male,298.87,5,North,0
CUST05733,23,Female,296.48,1,West,1
CUST05734,41,Female,None,2,,0
CUST05735,,Male,333.69,0,South,0
CUST05736,38,Male,122.85,13,,1
CUST05737,24,Male,327.98,6,East,0
CUST05738,59,Female,53.31,4,South,1
CUST05739,Twenty,F,338.22,5,East,0
CUST05740,67,Female,236.68,6,South,1
CUST05741,,Male,73.20,10,East,0
CUST05742,,Female,236.27,12,South,1
CUST05743,69,Female,143.98,3,South,0
CUST05744,42,Male,483.06,-1,eest,0
CUST05745,53,other,220.01,11,?,0
CUST05746,25,Male,80.45,unknown,East,1
CUST05747,69,Male,198.05,3,West,0
CUST05748,37,Female,373.56,None,SOUTH,1
CUST05749,N/A,Female,117.86,7,South,0
CUST05750,27,Female,297.12,5,South,0
CUST05751,35,Male,abc,12,South,1
CUST05752,34,other,288.34,,SOUTH,0
CUST05753,,Male,404.13,12,West,0
CUST05754,Twenty,Male,missing,,East,0
CUST05755,21,Female,96.36,11,North,0
CUST05756,53,unknown,68.89,12,North,0
CUST05757,48,Male,69.65,,South,0
CUST05758,,Female,,0,South,0
CUST05759,65,,434.90,7,,0
CUST05760,59,Female,265.87,5,East,0
CUST05761,26,,165.50,99,North,1
CUST05762,28,Female,89.84,,North,0
CUST05763,23,Female,,8,West,0
CUST05764,N/A,Female,-,3,East,1
CUST05765,48,Female,499.64,5,,1
CUST05766,36,Male,469.60,8,South,1
CUST05767,21,F,189.77,1,South,1
CUST05768,25,Female,176.82,12,North,0
CUST05769,N/A,Female,380.03,1,West,1
CUST05770,,Female,266.86,12,?,1
CUST05771,30,Female,200.96,11,North,0
CUST05772,37,Male,129.51,13,West,0
CUST05773,31,,473.18,99,north ,0
CUST05774,Twenty,Female,403.38,unknown,North,0
CUST05775,51,Male,413.92,3,East,0
CUST05776,24,Male,341.91,10,East,1
CUST05777,thirty-five,Female,176.48,10,South,0
CUST05778,27,Male,-,13,East,1
CUST05779,54,Male,399.79,11,South,1
CUST05780,thirty-five,Female,122.25,1,East,1
CUST05781,30,,93.82,6,West,1
CUST05782,,Male,261.13,11,north ,1
CUST05783,66,Female,79.19,10,SOUTH,1
CUST05784,31,,299.79,14,East,0
CUST05785,thirty-five,Female,105.46,1,North,1
CUST05786,57,,85.84,3,North,1
CUST05787,48,,102.11,2,North,1
CUST05788,64,Female,459.26,5,North,1
CUST05789,N/A,Male,269.36,7,SOUTH,1
CUST05790,39,,$,8,eest,0
CUST05791,N/A,Male,abc,unknown,South,0
CUST05792,27,Male,293.34,14,West,1
CUST05793,19,F,None,2,West,1
CUST05794,62,Female,129.76,None,SOUTH,0
CUST05795,19,Male,202.03,7,West,0
CUST05796,,unknown,,10,South,1
CUST05797,18,Male,445.07,4,South,1
CUST05798,33,Male,395.93,,South,0
CUST05799,31,Female,149.80,13,North,1
CUST05800,39,Male,431.79,7,East,0
CUST05801,,Male,78.89,5,East,0
CUST05802,19,Male,109.21,3,South,1
CUST05803,57,Male,150.52,0,North,0
CUST05804,65,Male,435.99,0,South,1
CUST05805,33,Male,428.20,5,South,0
CUST05806,42,Male,None,14,East,1
CUST05807,,,434.67,12,East,0
CUST05808,49,Female,121.37,9,North,0
CUST05809,33,Female,362.74,9,North,0
CUST05810,57,Male,$,13,,0
CUST05811,Twenty,Male,-,7,n,0
CUST05812,thirty-five,Male,,0,,1
CUST05813,68,Female,118.39,2,East,0
CUST05814,59,F,456.25,13,North,1
CUST05815,47,other,158.66,3,East,0
CUST05816,44,Female,416.39,1,West,0
CUST05817,Twenty,Female,-,0,North,0
CUST05818,45,Female,135.86,8,South,1
CUST05819,54,Female,,2,South,0
CUST05820,39,Female,abc,11,West,1
CUST05821,,Male,411.15,4,East,1
CUST05822,60,Female,260.85,4,East,0
CUST05823,22,Female,341.13,3,north ,1
CUST05824,18,unknown,350.54,10,North,1
CUST05825,68,Female,,5,West,0
CUST05826,41,Male,164.14,12,South,0
CUST05827,43,Male,166.55,10,East,0
CUST05828,,Male,160.00,1,East,0
CUST05829,22,unknown,403.38,None,SOUTH,1
CUST05830,38,Male,123.03,6,East,0
CUST05831,43,F,None,7,East,0
CUST05832,49,Female,401.79,10,North,1
CUST05833,69,Male,353.03,4,West,0
CUST05834,45,other,145.39,1,North,1
CUST05835,51,Male,230.41,99,West,0
CUST05836,37,Male,347.85,99,eest,1
CUST05837,42,Male,126.93,9,North,0
CUST05838,47,Male,-,5,South,1
CUST05839,N/A,Male,314.64,6,,0
CUST05840,Twenty,Male,445.34,9,north ,0
CUST05841,65,Female,abc,10,South,1
CUST05842,61,Female,163.41,2,n,1
CUST05843,21,Male,,1,West,0
CUST05844,26,Female,-,99,East,1
CUST05845,47,Male,,12,eest,1
CUST05846,37,Male,326.59,14,,0
CUST05847,47,Female,$,6,,0
CUST05848,26,Male,388.83,,East,1
CUST05849,20,Female,68.48,99,West,0
CUST05850,31,other,244.96,9,North,1
CUST05851,25,Female,missing,2,North,0
CUST05852,20,Female,256.45,2,West,1
CUST05853,31,Female,,9,North,0
CUST05854,51,unknown,440.07,99,East,1
CUST05855,62,Female,$,,West,0
CUST05856,,Female,417.87,None,East,1
CUST05857,41,,471.20,7,eest,1
CUST05858,47,Male,73.56,14,eest,1
CUST05859,27,Female,,5,north ,1
CUST05860,30,Female,abc,,South,1
CUST05861,31,Female,268.88,1,West,0
CUST05862,46,M,123.83,6,South,1
CUST05863,25,Female,446.05,11,South,0
CUST05864,42,Female,473.98,10,West,0
CUST05865,59,Male,457.81,3,North,0
CUST05866,42,M,99.18,12,?,0
CUST05867,32,Female,221.11,1,North,0
CUST05868,35,other,152.75,2,North,0
CUST05869,25,Female,abc,2,North,0
CUST05870,33,Male,485.54,1,North,0
CUST05871,55,Female,407.46,8,South,1
CUST05872,36,Female,-,,South,1
CUST05873,58,other,219.65,5,East,1
CUST05874,42,Female,279.40,11,West,0
CUST05875,24,,357.68,7,South,0
CUST05876,46,Male,abc,8,North,1
CUST05877,32,Male,353.39,12,eest,0
CUST05878,54,Female,353.03,14,West,0
CUST05879,Twenty,Female,197.71,4,East,0
CUST05880,45,Female,414.39,13,East,0
CUST05881,42,Female,443.10,4,eest,0
CUST05882,24,Female,135.06,None,North,1
CUST05883,60,Male,97.03,8,West,1
CUST05884,,Male,abc,4,?,0
CUST05885,19,M,,14,,1
CUST05886,41,Male,327.25,3,East,1
CUST05887,21,M,168.58,12,SOUTH,1
CUST05888,37,Male,154.01,7,South,0
CUST05889,Twenty,Female,244.50,2,North,0
CUST05890,N/A,Female,59.62,4,South,0
CUST05891,40,unknown,287.28,,eest,1
CUST05892,,Female,331.81,3,South,0
CUST05893,24,Male,abc,10,South,0
CUST05894,50,F,208.85,8,North,0
CUST05895,,Male,472.09,12,West,0
CUST05896,52,Male,133.93,5,East,1
CUST05897,,Female,294.67,,South,1
CUST05898,thirty-five,M,367.52,7,South,1
CUST05899,37,Male,475.73,9,North,1
CUST05900,62,Male,,10,,1
CUST05901,Twenty,Female,175.02,6,SOUTH,1
CUST05902,35,Female,73.43,99,North,1
CUST05903,39,Female,missing,14,North,0
CUST05904,20,Female,127.94,3,North,1
CUST05905,65,Female,393.63,14,East,1
CUST05906,19,Male,$,unknown,East,0
CUST05907,40,Female,480.60,None,West,0
CUST05908,24,Female,431.46,None,n,1
CUST05909,62,Male,414.39,0,East,0
CUST05910,69,Female,450.39,9,South,0
CUST05911,,Female,None,0,South,1
CUST05912,23,Female,-,11,South,0
CUST05913,21,Female,284.08,1,West,0
CUST05914,,Male,159.84,11,North,1
CUST05915,67,Female,-,12,East,0
CUST05916,47,F,419.26,6,East,0
CUST05917,24,Female,475.24,unknown,eest,0
CUST05918,37,Male,474.71,11,South,1
CUST05919,thirty-five,Female,-,0,West,1
CUST05920,21,Male,240.59,9,South,1
CUST05921,N/A,unknown,391.80,1,South,1
CUST05922,53,F,271.32,13,South,1
CUST05923,44,Male,292.31,4,West,1
CUST05924,27,Male,,5,north ,1
CUST05925,44,Male,480.21,10,East,1
CUST05926,20,Female,130.84,4,North,1
CUST05927,24,Male,-,,East,1
CUST05928,21,Male,420.14,11,South,0
CUST05929,36,Male,202.41,-1,n,0
CUST05930,52,Male,385.29,14,East,0
CUST05931,58,M,196.65,99,West,0
CUST05932,49,Female,263.99,11,West,1
CUST05933,46,Female,321.91,8,eest,0
CUST05934,33,Male,229.22,unknown,West,0
CUST05935,22,Female,67.00,11,South,1
CUST05936,53,Male,56.14,99,North,1
CUST05937,64,Male,-,2,North,1
CUST05938,thirty-five,Male,None,12,SOUTH,1
CUST05939,thirty-five,Female,467.02,0,West,0
CUST05940,,unknown,436.61,0,East,1
CUST05941,23,Female,101.43,,SOUTH,0
CUST05942,thirty-five,Male,173.15,4,North,0
CUST05943,23,Female,110.03,-1,SOUTH,0
CUST05944,19,,158.10,-1,South,1
CUST05945,45,M,324.36,4,North,0
CUST05946,47,Female,210.29,8,West,0
CUST05947,68,Female,,7,,0
CUST05948,65,F,326.85,12,West,1
CUST05949,,F,100.89,10,East,0
CUST05950,43,,135.06,9,West,1
CUST05951,N/A,Male,304.26,unknown,West,1
CUST05952,thirty-five,Female,388.47,11,East,0
CUST05953,32,Female,469.37,99,East,1
CUST05954,56,Female,331.22,None,East,1
CUST05955,,Female,173.08,14,East,1
CUST05956,46,Female,297.02,9,?,0
CUST05957,33,Male,474.64,3,West,1
CUST05958,33,Female,414.59,8,North,0
CUST05959,48,Male,250.26,unknown,East,0
CUST05960,Twenty,Female,140.07,,East,0
CUST05961,51,Female,175.48,6,South,1
CUST05962,55,Male,156.79,14,North,1
CUST05963,,Male,,2,North,1
CUST05964,Twenty,Female,316.92,0,North,0
CUST05965,N/A,Female,103.66,14,n,1
CUST05966,42,Female,461.70,11,North,1
CUST05967,40,Female,146.01,10,West,0
CUST05968,34,Female,143.38,unknown,North,1
CUST05969,62,Female,82.50,10,West,1
CUST05970,24,Male,210.77,0,West,1
CUST05971,19,Male,,,South,1
CUST05972,50,Male,339.60,9,South,0
CUST05973,68,Female,None,7,East,1
CUST05974,36,other,,99,South,1
CUST05975,57,Male,152.43,8,North,0
CUST05976,64,Female,109.95,8,West,0
CUST05977,52,Female,None,4,West,1
CUST05978,,other,241.41,6,East,1
CUST05979,62,Female,153.92,7,eest,0
CUST05980,,Male,431.28,unknown,South,0
CUST05981,32,Male,253.91,2,East,1
CUST05982,47,Female,308.29,,,1
CUST05983,39,Female,,9,North,1
CUST05984,21,F,None,6,East,1
CUST05985,41,Female,393.48,11,East,1
CUST05986,25,Male,122.50,12,West,1
CUST05987,thirty-five,Female,430.44,-1,East,0
CUST05988,66,Female,339.64,11,North,1
CUST05989,50,,234.85,4,East,0
CUST05990,22,Male,165.33,5,,0
CUST05991,N/A,Male,344.07,unknown,South,1
CUST05992,N/A,,,9,West,0
CUST05993,54,Female,None,unknown,North,0
CUST05994,51,Female,387.80,3,West,1
CUST05995,41,Male,168.27,1,?,0
CUST05996,51,Female,241.39,13,West,0
CUST05997,64,Male,420.30,14,North,1
CUST05998,47,Male,None,1,?,1
CUST05999,27,Female,433.86,unknown,East,0
CUST06000,33,Female,210.55,8,South,1
CUST06001,62,M,,,eest,1
CUST06002,,Male,65.82,12,North,0
CUST06003,Twenty,Male,191.85,2,South,1
CUST06004,34,Male,277.30,,East,0
CUST06005,22,other,None,3,South,1
CUST06006,52,Male,,12,South,0
CUST06007,25,Male,403.28,1,South,0
CUST06008,22,Female,102.05,10,West,0
CUST06009,42,Male,499.06,9,North,0
CUST06010,26,Male,326.17,10,South,1
CUST06011,35,M,280.71,1,north ,1
CUST06012,60,Male,402.34,4,South,1
CUST06013,23,Male,156.04,,East,1
CUST06014,62,Female,181.55,12,South,0
CUST06015,,,273.33,8,South,0
CUST06016,44,Male,65.82,12,North,1
CUST06017,25,Male,,8,South,0
CUST06018,58,Male,356.54,9,West,1
CUST06019,48,unknown,276.47,9,North,0
CUST06020,,Female,85.45,10,SOUTH,1
CUST06021,59,Female,,9,,1
CUST06022,54,Female,129.67,3,South,1
CUST06023,69,Female,258.06,-1,West,1
CUST06024,58,Male,87.71,6,West,0
CUST06025,60,Female,282.83,13,West,0
CUST06026,20,Male,231.85,5,West,1
CUST06027,18,Female,476.62,unknown,north ,1
CUST06028,N/A,Male,255.02,12,north ,0
CUST06029,65,Male,194.95,2,East,1
CUST06030,33,Male,374.15,3,West,0
CUST06031,32,Female,151.65,10,South,0
CUST06032,47,,153.94,0,North,0
CUST06033,42,M,242.45,4,South,0
CUST06034,21,Female,259.18,6,,0
CUST06035,23,Female,372.67,10,East,1
CUST06036,42,Male,224.40,,,0
CUST06037,Twenty,Male,70.50,10,West,0
CUST06038,23,,248.58,1,West,0
CUST06039,22,Female,133.84,12,?,1
CUST06040,36,Male,494.29,3,North,0
CUST06041,63,Female,115.65,8,South,0
CUST06042,,Male,233.91,11,West,0
CUST06043,20,other,68.97,-1,West,0
CUST06044,45,,310.13,3,?,1
CUST06045,41,Female,105.84,2,West,0
CUST06046,65,Male,448.01,-1,South,1
CUST06047,35,,56.97,11,North,0
CUST06048,N/A,Male,360.20,9,?,1
CUST06049,49,Female,463.43,,,0
CUST06050,54,Female,330.63,4,North,1
CUST06051,54,Female,255.25,10,?,1
CUST06052,45,unknown,314.05,11,East,1
CUST06053,thirty-five,Female,469.36,12,East,0
CUST06054,62,Female,135.98,8,East,1
CUST06055,45,Female,57.28,unknown,West,0
CUST06056,64,Male,None,4,North,1
CUST06057,44,Female,247.75,,West,0
CUST06058,43,Male,245.16,,West,1
CUST06059,thirty-five,Male,155.54,1,n,1
CUST06060,N/A,Male,69.06,0,South,1
CUST06061,54,Male,218.01,unknown,West,0
CUST06062,31,Male,251.39,9,South,0
CUST06063,,Female,abc,11,South,0
CUST06064,47,Female,135.86,1,SOUTH,0
CUST06065,19,Male,464.40,13,South,1
CUST06066,32,Male,418.69,11,North,0
CUST06067,37,Male,490.03,11,West,0
CUST06068,thirty-five,Female,$,2,West,1
CUST06069,50,Male,$,5,North,1
CUST06070,52,,183.68,,East,1
CUST06071,,Male,445.34,,West,0
CUST06072,,Female,405.55,7,north ,1
CUST06073,Twenty,Male,$,0,North,0
CUST06074,thirty-five,Female,168.21,11,North,1
CUST06075,57,Male,338.73,2,East,1
CUST06076,,Female,337.70,9,West,0
CUST06077,48,Female,474.84,,South,1
CUST06078,23,Female,missing,2,n,0
CUST06079,31,Male,400.54,7,North,0
CUST06080,,Female,,-1,West,0
CUST06081,51,Male,365.08,,eest,1
CUST06082,,Female,198.19,14,eest,1
CUST06083,N/A,Female,,13,South,1
CUST06084,24,Male,None,8,North,1
CUST06085,20,M,327.90,3,East,0
CUST06086,,Male,225.30,11,East,0
CUST06087,18,Female,277.28,None,North,0
CUST06088,55,Male,389.90,9,East,0
CUST06089,50,Male,169.46,11,East,1
CUST06090,26,Female,414.96,9,South,0
CUST06091,,Female,405.44,6,North,0
CUST06092,66,Female,missing,9,,0
CUST06093,67,Female,432.32,3,East,0
CUST06094,23,Male,414.96,9,eest,0
CUST06095,29,Female,,7,West,0
CUST06096,53,Female,128.75,None,West,1
CUST06097,29,Male,301.95,4,North,1
CUST06098,,Male,222.95,3,West,0
CUST06099,43,F,477.77,3,South,1
CUST06100,31,Female,121.21,12,South,1
CUST06101,43,M,408.34,12,East,0
CUST06102,64,Female,414.80,2,West,0
CUST06103,41,Female,327.30,,North,1
CUST06104,66,Male,388.94,4,North,1
CUST06105,60,Male,132.17,unknown,,0
CUST06106,57,Female,121.21,5,North,1
CUST06107,34,Male,242.00,7,north ,0
CUST06108,46,unknown,470.82,10,South,0
CUST06109,41,Female,167.89,-1,West,0
CUST06110,39,Female,414.69,0,North,1
CUST06111,,Female,463.19,13,East,0
CUST06112,31,Male,,1,North,0
CUST06113,49,,266.59,None,West,0
CUST06114,64,Female,240.74,-1,South,1
CUST06115,51,Female,360.78,6,South,0
CUST06116,N/A,unknown,443.90,99,North,1
CUST06117,N/A,,414.26,4,North,0
CUST06118,34,Male,96.70,10,West,0
CUST06119,51,Female,,3,West,0
CUST06120,58,unknown,195.73,11,West,1
CUST06121,18,M,136.64,3,East,1
CUST06122,29,Male,279.10,5,West,0
CUST06123,65,Female,50.64,3,SOUTH,0
CUST06124,36,Female,120.14,12,North,0
CUST06125,29,M,443.01,8,East,0
CUST06126,23,Male,168.21,,South,1
CUST06127,40,Female,missing,11,East,1
CUST06128,37,Male,220.98,13,South,0
CUST06129,,Male,missing,4,West,1
CUST06130,thirty-five,Male,219.27,2,South,0
CUST06131,,Female,460.15,0,West,1
CUST06132,35,Female,324.25,8,North,1
CUST06133,45,Male,missing,11,North,0
CUST06134,48,Female,231.60,,East,0
CUST06135,thirty-five,Male,430.75,6,North,0
CUST06136,26,,-,1,East,1
CUST06137,37,Female,141.98,0,North,0
CUST06138,63,Male,None,14,South,0
CUST06139,68,unknown,58.65,0,,1
CUST06140,,Female,461.86,3,West,0
CUST06141,,unknown,136.53,14,South,1
CUST06142,64,Male,158.02,14,East,1
CUST06143,68,Male,338.71,0,North,1
CUST06144,N/A,other,402.76,3,SOUTH,0
CUST06145,51,Male,421.03,14,East,1
CUST06146,52,Male,$,0,South,0
CUST06147,22,,283.75,,East,0
CUST06148,23,Male,304.34,10,,0
CUST06149,37,unknown,329.85,13,,1
CUST06150,55,Female,88.61,14,?,0
CUST06151,49,Female,291.47,8,South,1
CUST06152,48,Male,$,10,East,0
CUST06153,26,M,143.89,10,East,1
CUST06154,43,Female,237.54,10,North,1
CUST06155,35,other,244.56,0,East,0
CUST06156,26,Female,104.73,6,South,1
CUST06157,N/A,Male,470.13,1,West,0
CUST06158,,Male,409.18,14,South,1
CUST06159,44,Female,135.47,-1,South,0
CUST06160,64,Male,367.47,7,South,1
CUST06161,39,Female,490.74,6,North,1
CUST06162,32,Male,246.40,,West,0
CUST06163,45,Female,411.85,12,West,0
CUST06164,20,Male,220.09,-1,East,0
CUST06165,64,M,56.58,2,East,0
CUST06166,47,,abc,6,South,1
CUST06167,63,Female,181.60,-1,north ,0
CUST06168,28,Female,359.88,11,South,1
CUST06169,Twenty,unknown,missing,7,South,0
CUST06170,56,Female,295.25,11,South,1
CUST06171,47,Female,221.73,5,n,1
CUST06172,,Male,307.70,2,,1
CUST06173,27,Female,360.10,5,North,0
CUST06174,50,,499.38,0,North,1
CUST06175,Twenty,Male,470.99,13,East,1
CUST06176,38,Male,370.66,11,West,0
CUST06177,65,Female,170.38,6,north ,1
CUST06178,Twenty,Male,280.71,-1,,1
CUST06179,46,Female,96.57,1,South,0
CUST06180,43,Male,86.35,,South,0
CUST06181,51,Male,160.00,1,West,0
CUST06182,,Female,None,unknown,,0
CUST06183,N/A,Female,61.86,3,north ,0
CUST06184,35,M,150.36,4,South,1
CUST06185,49,Female,56.05,-1,South,1
CUST06186,62,Female,212.72,0,n,1
CUST06187,20,Female,156.86,3,SOUTH,0
CUST06188,49,Female,200.69,-1,East,1
CUST06189,39,Female,372.73,8,SOUTH,0
CUST06190,43,,144.74,,,1
CUST06191,28,Female,444.33,14,West,1
CUST06192,25,Female,265.57,0,,1
CUST06193,,other,$,unknown,South,1
CUST06194,N/A,unknown,missing,11,West,1
CUST06195,,Male,450.10,11,SOUTH,0
CUST06196,24,Male,355.61,3,East,1
CUST06197,36,Male,371.61,14,East,1
CUST06198,thirty-five,Female,238.04,3,North,1
CUST06199,55,Male,abc,8,East,1
CUST06200,34,Male,143.09,13,eest,0
CUST06201,31,Female,168.56,1,North,0
CUST06202,28,Female,,99,South,0
CUST06203,N/A,Male,443.02,2,East,1
CUST06204,Twenty,Male,abc,10,North,1
CUST06205,19,Male,115.65,12,North,1
CUST06206,39,Female,374.15,6,South,1
CUST06207,25,,128.52,2,East,1
CUST06208,,Male,60.39,10,South,0
CUST06209,34,Male,264.30,-1,East,0
CUST06210,57,Female,144.38,10,North,1
CUST06211,44,Male,487.42,14,,0
CUST06212,41,Female,129.27,10,East,0
CUST06213,35,Male,306.58,10,?,1
CUST06214,58,Female,201.99,99,n,0
CUST06215,,Female,-,5,North,1
CUST06216,22,Female,None,10,South,1
CUST06217,62,Female,abc,,North,1
CUST06218,27,Male,66.35,3,,0
CUST06219,thirty-five,Female,260.53,10,West,1
CUST06220,27,Male,-,6,East,1
CUST06221,27,other,303.52,14,South,1
CUST06222,50,Female,430.95,4,East,0
CUST06223,thirty-five,other,483.29,None,north ,1
CUST06224,61,Male,237.23,5,South,1
CUST06225,43,Male,-,13,North,1
CUST06226,Twenty,Male,339.74,7,East,0
CUST06227,thirty-five,Female,70.47,12,South,1
CUST06228,69,Male,$,14,South,1
CUST06229,48,Female,abc,4,North,0
CUST06230,69,Female,304.46,13,South,1
CUST06231,52,Female,abc,None,West,0
CUST06232,37,Male,missing,11,,0
CUST06233,30,Male,None,None,East,1
CUST06234,64,,,5,South,0
CUST06235,Twenty,Male,156.00,None,West,1
CUST06236,58,Female,135.20,0,East,0
CUST06237,Twenty,Male,311.68,,South,1
CUST06238,36,Male,245.98,4,North,1
CUST06239,,Female,183.21,9,South,0
CUST06240,45,Male,274.36,9,East,1
CUST06241,Twenty,Male,379.54,-1,South,0
CUST06242,45,Female,440.33,6,North,0
CUST06243,30,Male,196.43,7,,0
CUST06244,66,Male,79.15,unknown,South,1
CUST06245,23,Female,314.57,6,West,1
CUST06246,20,Female,378.36,6,North,1
CUST06247,24,Female,,9,East,1
CUST06248,thirty-five,Male,57.79,7,North,0
CUST06249,63,F,453.97,99,East,0
CUST06250,63,Female,None,5,West,1
CUST06251,thirty-five,,258.72,0,West,1
CUST06252,Twenty,,374.30,unknown,SOUTH,0
CUST06253,58,Male,377.97,unknown,South,0
CUST06254,Twenty,Female,-,1,South,1
CUST06255,thirty-five,Male,104.49,2,West,1
CUST06256,40,unknown,372.35,-1,East,0
CUST06257,62,Male,464.63,13,East,0
CUST06258,39,Female,$,,West,1
CUST06259,34,Male,357.00,7,North,1
CUST06260,Twenty,Male,374.83,3,West,0
CUST06261,33,Female,382.55,9,?,0
CUST06262,42,other,405.56,14,East,1
CUST06263,55,Female,102.56,5,West,1
CUST06264,67,Male,,1,East,0
CUST06265,34,Female,221.92,10,East,1
CUST06266,thirty-five,Female,124.13,3,SOUTH,0
CUST06267,50,Female,352.69,11,East,0
CUST06268,25,Female,60.06,6,East,0
CUST06269,46,Male,83.87,14,North,1
CUST06270,Twenty,Female,382.55,5,North,0
CUST06271,thirty-five,Male,343.64,2,North,0
CUST06272,51,Male,348.31,7,East,1
CUST06273,N/A,Male,405.80,,East,1
CUST06274,58,,None,10,South,1
CUST06275,28,Female,104.07,10,South,1
CUST06276,,Male,73.48,7,East,1
CUST06277,32,Male,162.67,11,?,0
CUST06278,42,Male,447.52,8,North,0
CUST06279,40,Male,180.02,4,north ,1
CUST06280,65,Male,206.04,99,South,0
CUST06281,21,Female,missing,-1,South,1
CUST06282,54,Male,226.73,4,East,1
CUST06283,65,Female,53.74,99,South,0
CUST06284,,Male,132.30,11,West,1
CUST06285,54,Male,82.89,7,South,1
CUST06286,Twenty,M,159.51,99,North,0
CUST06287,19,Male,235.35,8,East,1
CUST06288,40,Female,359.04,4,West,1
CUST06289,39,Male,$,14,West,1
CUST06290,47,Female,266.86,None,North,0
CUST06291,62,,79.27,9,North,1
CUST06292,58,Female,122.75,2,East,1
CUST06293,32,Male,162.46,13,East,1
CUST06294,36,Male,109.95,5,East,1
CUST06295,21,Female,325.09,0,South,0
CUST06296,42,unknown,105.31,2,East,1
CUST06297,53,Male,409.38,5,West,0
CUST06298,38,Male,$,,South,0
CUST06299,33,Male,443.83,11,?,0
CUST06300,35,Male,483.03,4,,0
CUST06301,28,Male,423.58,2,South,0
CUST06302,,Male,251.30,12,North,0
CUST06303,59,Male,92.72,None,East,0
CUST06304,N/A,Female,252.35,10,East,1
CUST06305,20,,457.68,11,East,1
CUST06306,25,Male,,None,South,1
CUST06307,61,unknown,391.31,12,North,0
CUST06308,30,,279.10,,East,0
CUST06309,23,Male,158.02,11,?,1
CUST06310,50,other,149.03,3,East,1
CUST06311,63,Male,missing,None,North,1
CUST06312,65,Male,209.81,13,West,0
CUST06313,25,Male,-,None,East,0
CUST06314,63,Female,118.17,0,West,0
CUST06315,22,Female,419.81,0,?,0
CUST06316,49,Female,54.12,,South,0
CUST06317,39,other,364.52,4,North,0
CUST06318,38,M,295.04,4,West,1
CUST06319,,M,137.37,13,South,1
CUST06320,28,Female,95.40,8,South,1
CUST06321,23,Male,155.73,,North,0
CUST06322,19,Male,146.32,None,West,0
CUST06323,40,Female,366.50,1,South,1
CUST06324,thirty-five,Female,392.34,8,North,1
CUST06325,48,Male,377.22,2,North,1
CUST06326,47,Female,233.35,99,East,1
CUST06327,62,Male,104.57,9,North,1
CUST06328,54,Female,None,12,South,1
CUST06329,62,Male,398.42,-1,West,1
CUST06330,25,Female,323.93,8,East,1
CUST06331,56,Male,394.27,4,East,1
CUST06332,22,Female,280.88,10,SOUTH,0
CUST06333,55,,370.43,0,?,0
CUST06334,25,Female,210.28,99,South,0
CUST06335,49,Female,386.65,None,West,1
CUST06336,65,Female,499.22,11,West,0
CUST06337,33,Male,102.60,8,West,0
CUST06338,40,Female,-,4,South,0
CUST06339,42,Female,466.59,4,West,0
CUST06340,N/A,Male,177.05,14,South,0
CUST06341,63,Male,93.92,13,East,0
CUST06342,37,,191.68,12,West,1
CUST06343,68,Female,198.63,None,East,1
CUST06344,53,Female,480.03,0,North,0
CUST06345,22,,64.19,5,SOUTH,0
CUST06346,67,Female,$,8,East,1
CUST06347,,Male,-,9,North,1
CUST06348,47,Male,,2,n,1
CUST06349,41,Male,68.35,13,North,0
CUST06350,29,Female,280.73,3,West,0
CUST06351,41,Female,325.54,-1,North,1
CUST06352,42,Female,221.84,6,North,0
CUST06353,69,Male,226.15,7,n,1
CUST06354,37,Male,382.39,3,East,0
CUST06355,29,Female,446.19,13,north ,0
CUST06356,53,Male,None,3,West,0
CUST06357,68,Male,143.19,7,North,1
CUST06358,63,,$,13,East,0
CUST06359,53,Male,abc,13,West,0
CUST06360,69,Female,416.66,1,West,0
CUST06361,47,Female,None,0,North,1
CUST06362,46,Female,328.52,5,East,0
CUST06363,22,Male,398.59,6,East,1
CUST06364,52,Male,189.33,9,East,1
CUST06365,36,unknown,238.37,1,North,1
CUST06366,28,Female,336.87,4,West,0
CUST06367,49,Male,221.84,None,West,1
CUST06368,54,Male,missing,6,East,0
CUST06369,47,Female,64.16,1,East,0
CUST06370,25,,352.12,5,East,1
CUST06371,51,Female,416.83,3,north ,0
CUST06372,51,Male,378.01,12,East,1
CUST06373,26,Female,289.94,7,North,1
CUST06374,58,Female,344.00,7,North,1
CUST06375,,Male,170.50,-1,East,0
CUST06376,40,unknown,275.33,6,West,0
CUST06377,,Male,397.20,unknown,?,0
CUST06378,69,Female,255.93,10,SOUTH,1
CUST06379,23,Female,274.17,12,West,1
CUST06380,33,Female,148.70,9,South,0
CUST06381,Twenty,Male,349.94,99,East,1
CUST06382,22,Male,,0,North,1
CUST06383,62,Female,56.15,9,South,0
CUST06384,57,Female,269.71,14,North,1
CUST06385,34,Female,304.46,8,West,0
CUST06386,20,Female,290.32,5,North,1
CUST06387,49,Female,325.15,3,,1
CUST06388,25,Male,missing,11,South,0
CUST06389,,Male,261.06,1,West,0
